,director,director_id
47997,Ömer Ugur,47997
47998,Herman Yau,47998
47999,Durul Taylan,47999
48000,Samir Karnik,48000
48001,Masud Kimiai,48001
48002,Suneel Darshan,48002
48003,Mustafa Sevki Dogan,48003
48004,Kedar Shinde,48004
48005,Michele Carrillo,48005
48006,Irena Pavlásková,48006
48007,Felipe Martínez Amador,48007
48008,Bill Whirity,48008
48009,Alessandro D'Alatri,48009
48010,Åke Sandgren,48010
48011,Dean Bajramovic,48011
48012,Alejandro González Padilla,48012
48013,Ringo Lam,48013
48014,Andres Maimik,48014
48015,Eric Manning,48015
48016,Daniele Luchetti,48016
48017,David Lister,48017
48018,Aleksey Popogrebskiy,48018
48019,Moacyr Góes,48019
48020,Patricia Rozema,48020
48021,Jacques Nolot,48021
48022,Bahman Ghobadi,48022
48023,Rudi Lagemann,48023
48024,Steve Aalam,48024
48025,David Auburn,48025
48026,Nanna Huolman,48026
48027,Jeff Roenning,48027
48028,Robert Logevall,48028
48029,Yvan Gauthier,48029
48030,Michael Knowles,48030
48031,Matt Krentz,48031
48032,József Gémes,48032
48033,Laurent de Bartillat,48033
48034,Nina Menkes,48034
48035,Jed Weintrob,48035
48036,Gary Love,48036
48037,Julian Richards,48037
48038,Lisa Gornick,48038
48039,Stéphane Brizé,48039
48040,Alessandro Capone,48040
48041,Giovanni Veronesi,48041
48042,Erik de Bruyn,48042
48043,Stanislaw Mucha,48043
48044,Riccardo Milani,48044
48045,Lauri Törhönen,48045
48046,Giacomo Campeotto,48046
48047,Eddy Terstall,48047
48048,Evan Oppenheimer,48048
48049,Richard Laxton,48049
48050,Rob Williams,48050
48051,Craig Ross Jr.,48051
48052,Ivan Vyrypaev,48052
48053,Aleksey Balabanov,48053
48054,Tamás Sas,48054
48055,Kari Skogland,48055
48056,Jian Chen,48056
48057,Joss Whedon,48057
48058,Steven Schachter,48058
48059,Giga Lortkipanidze,48059
48060,Chris Wedge,48060
48061,Yen-Ping Chu,48061
48062,Diane Crespo,48062
48063,Pat Higgins,48063
48064,John Kalangis,48064
48065,David Blair,48065
48066,George A. Romero,48066
48067,Claes Olsson,48067
48068,Jeremy Sims,48068
48069,Sandra Kogut,48069
48070,Christian Frosch,48070
48071,Jeff Kennedy,48071
48072,Boris Quercia,48072
48073,Stuart Townsend,48073
48074,Tan Tolga Demirci,48074
48075,Ilya Chaiken,48075
48076,Mark David,48076
48077,Justin Channell,48077
48078,Regardt van den Bergh,48078
48079,Spencer Parsons,48079
48080,Bradley Rust Gray,48080
48081,Neil Jones,48081
48082,Saverio Costanzo,48082
48083,Sascha Hartmann,48083
48084,Hao Ning,48084
48085,David Ondaatje,48085
48086,Kaige Chen,48086
48087,Pavel Lungin,48087
48088,Satoshi Kon,48088
48089,Yuhang Ho,48089
48090,Fred Wolf,48090
48091,Shin'ya Tsukamoto,48091
48092,Richard Friedman,48092
48093,Pupi Avati,48093
48094,Anne Fassio,48094
48095,Renos Haralambidis,48095
48096,John DeBellis,48096
48097,Adam Martin,48097
48098,Adam Schlachter,48098
48099,Jim Wayer,48099
48100,Gabriel Range,48100
48101,Ian Gurvitz,48101
48102,Andrey Slabakov,48102
48103,Mario Kovac,48103
48104,Albert Ter Heerdt,48104
48105,Mark James,48105
48106,Mohamed Al Daradji,48106
48107,Pavel Sanaev,48107
48108,José Lavigne,48108
48109,C. Roma,48109
48110,Toni Harman,48110
48111,Ross Boyask,48111
48112,Bille Eltringham,48112
48113,Reha Erdem,48113
48114,Marina Spada,48114
48115,Hiner Saleem,48115
48116,Jesper Ganslandt,48116
48117,Ivan Zivkovic,48117
48118,Teona Strugar Mitevska,48118
48119,Yôji Yamada,48119
48120,Mohsen Abdolvahab,48120
48121,Eiji Okuda,48121
48122,Joachim Lafosse,48122
48123,Ole Christian Madsen,48123
48124,Cheol-hie Park,48124
48125,Moussa Haddad,48125
48126,Alexandre Bustillo,48126
48127,Juan Flahn,48127
48128,Neil Thompson,48128
48129,Ugur Yücel,48129
48130,Nihat Durak,48130
48131,András Vágvölgyi B.,48131
48132,Róbert Koltai,48132
48133,Angela Schanelec,48133
48134,Zeki Ökten,48134
48135,Johnny Araújo,48135
48136,Nick Love,48136
48137,Tom McCarthy,48137
48138,Kenneth Branagh,48138
48139,Joshua Goldin,48139
48140,Tony Giglio,48140
48141,Sekhar Kammula,48141
48142,Jong-tae Choi,48142
48143,Marc Fitoussi,48143
48144,Cao Hamburger,48144
48145,Shane Abbess,48145
48146,Vivek b Agrawal,48146
48147,Tim Sullivan,48147
48148,Dan Pritzker,48148
48149,Christine Swanson,48149
48150,Shimon Dotan,48150
48151,Leigh Scott,48151
48152,Ahmad El-Badri,48152
48153,Costas Zapas,48153
48154,Noam Murro,48154
48155,Aristomenis Tsirbas,48155
48156,S.S. Rajamouli,48156
48157,Rob Cohen,48157
48158,Jay Chandrasekhar,48158
48159,Chris J. Ford,48159
48160,Joe Menendez,48160
48161,Zhangke Jia,48161
48162,Shu-Kai Chung,48162
48163,Martin Schmidt,48163
48164,Robbie Grewal,48164
48165,Bhandit Thongdee,48165
48166,Ivan Tscherkelov,48166
48167,Issei Shibata,48167
48168,J.A. Steel,48168
48169,Mel House,48169
48170,Asif Kapadia,48170
48171,Logan Miller,48171
48172,Masayuki,48172
48173,Mahiro Maeda,48173
48174,Archibald Flancranstin,48174
48175,Fernando Meirelles,48175
48176,Gary Ugarek,48176
48177,Paolo Barzman,48177
48178,José Padilha,48178
48179,Jack Snyder,48179
48180,Nicolas Winding Refn,48180
48181,Ugur Uludag,48181
48182,In Hak Jang,48182
48183,José Manuel González,48183
48184,James Bobin,48184
48185,Gracia Querejeta,48185
48186,Christine Jeffs,48186
48187,Michael Dougherty,48187
48188,Dain Said,48188
48189,Katsuhiro Ôtomo,48189
48190,Costas Kapakas,48190
48191,Yasmin Ahmad,48191
48192,Jason Maran,48192
48193,Matija Klukovic,48193
48194,Charles Band,48194
48195,Michel Boujenah,48195
48196,Noémie Lvovsky,48196
48197,Eric Civanyan,48197
48198,Saul Dibb,48198
48199,Eric Guirado,48199
48200,Gilles Paquet-Brenner,48200
48201,Rob Minkoff,48201
48202,Olivier De Plas,48202
48203,Sophie Marceau,48203
48204,Isabelle Doval,48204
48205,Elissa Down,48205
48206,Carlos Sorin,48206
48207,Guoli Zhang,48207
48208,Oxide Chun Pang,48208
48209,Gregor Jordan,48209
48210,Rob Minkoff,48210
48211,Donald Petrie,48211
48212,Philippe Diaz,48212
48213,Blayne Weaver,48213
48214,Djamel Bensalah,48214
48215,Davide Marengo,48215
48216,Mike Eschmann,48216
48217,Tomasz Konecki,48217
48218,Geo Santini,48218
48219,Robin Swicord,48219
48220,Paul Weiland,48220
48221,Sandro Cecca,48221
48222,Matthew Bonifacio,48222
48223,Ricardo Larraín,48223
48224,Alkinos Tsilimidos,48224
48225,David R. Williams,48225
48226,Douglas A. Raine,48226
48227,András Szöke,48227
48228,Csaba Bollók,48228
48229,Dan Ireland,48229
48230,Manuel Carballo,48230
48231,Richard Kaponas,48231
48232,Robert Malenfant,48232
48233,Vince Di Meglio,48233
48234,Paprika Steen,48234
48235,Stuart Simpson,48235
48236,Brooks Benjamin,48236
48237,Ernie Barbarash,48237
48238,Céline Sciamma,48238
48239,Cédric Klapisch,48239
48240,Yen Tan,48240
48241,Paulo Morelli,48241
48242,Van Elder,48242
48243,Ron Howard,48243
48244,Darren Grodsky,48244
48245,Benjamin Eicher,48245
48246,Jason Paul Collum,48246
48247,Santosh Sivan,48247
48248,Christian Duguay,48248
48249,Chee Keong Cheung,48249
48250,Émile Gaudreault,48250
48251,Tae-kyung Kim,48251
48252,Jean-Jacques Annaud,48252
48253,Álvaro de Armiñán,48253
48254,Nobuhiro Doi,48254
48255,Dae-wung Lim,48255
48256,Hae-sung Song,48256
48257,Hae-gon Kim,48257
48258,Lars von Trier,48258
48259,Dejan Acimovic,48259
48260,Jirí Vejdelek,48260
48261,Zach C. Gray,48261
48262,Tim Brown,48262
48263,Bryce Olson,48263
48264,Michael McCullers,48264
48265,Sarab Neelam,48265
48266,Ariel Zeitoun,48266
48267,Shimit Amin,48267
48268,Tonie Marshall,48268
48269,Amos Gitai,48269
48270,Petter Næss,48270
48271,Graham Reznick,48271
48272,Vladimir Shchegolkov,48272
48273,Witold Adamek,48273
48274,Jerry Turner,48274
48275,Maurício de Sousa,48275
48276,Yôjirô Takita,48276
48277,Hiroshi Ando,48277
48278,Daisuke Tengan,48278
48279,Hitoshi Yazaki,48279
48280,Takehiko Shinjo,48280
48281,Shin Togashi,48281
48282,Yukihiko Tsutsumi,48282
48283,Isao Yukisada,48283
48284,Ragnar Bragason,48284
48285,Quang Hai Ngo,48285
48286,Abu Sayeed,48286
48287,Anubhav Sinha,48287
48288,Nick Broomfield,48288
48289,Wes Craven,48289
48290,David Kaplan,48290
48291,Duane Hopkins,48291
48292,Scott Prestin,48292
48293,Towatchai Ladloy,48293
48294,Randy Daudlin,48294
48295,Steve Franke,48295
48296,Berardo Carboni,48296
48297,Kevin Smith,48297
48298,Nathan Hope,48298
48299,Benjamin Williams,48299
48300,Neri Parenti,48300
48301,Zack Parker,48301
48302,Tate Taylor,48302
48303,Behruz Afkhami,48303
48304,Ji-kyoon Kwak,48304
48305,Dong-hoon Choi,48305
48306,Rob Marshall,48306
48307,Jan Kounen,48307
48308,Boris Khlebnikov,48308
48309,Kôichi Mashimo,48309
48310,Michael Mongillo,48310
48311,Johan Kling,48311
48312,Zeki Demirkubuz,48312
48313,Timothy Boyle,48313
48314,Kunihiko Yuyama,48314
48315,LazRael Lison,48315
48316,Paula van der Oest,48316
48317,Hunter Hill,48317
48318,Daniel Wallentin,48318
48319,Geoffrey Haley,48319
48320,Karen Hydendahl,48320
48321,Perarasu,48321
48322,Michael G. Bartlett,48322
48323,Hayao Miyazaki,48323
48324,Ricardo Elias,48324
48325,Chui Mui Tan,48325
48326,Ali Rafie,48326
48327,Wieslaw Paluch,48327
48328,Robert Harari,48328
48329,Luis Prieto,48329
48330,Serge Bozon,48330
48331,Jose Javier Reyes,48331
48332,Michelange Quay,48332
48333,Pascal-Alex Vincent,48333
48334,Ryszard Zatorski,48334
48335,Temel Gürsu,48335
48336,Ioan Cãrmãzan,48336
48337,Ian David Diaz,48337
48338,Albert Pyun,48338
48339,Matt Zettell,48339
48340,Lenny Abrahamson,48340
48341,Jeremy Saulnier,48341
48342,Peter Kahane,48342
48343,John Lee Hancock,48343
48344,Bryan Fogel,48344
48345,Nicole Holofcener,48345
48346,Naoyuki Tomomatsu,48346
48347,Ferran Audí,48347
48348,Melanie Orr,48348
48349,Katsuhide Motoki,48349
48350,Isshin Inudô,48350
48351,Vibeke Ringen,48351
48352,Andrzej Wajda,48352
48353,Ryan Murphy,48353
48354,Gérard Krawczyk,48354
48355,Olaf de Fleur Johannesson,48355
48356,Nithiwat Tharatorn,48356
48357,Fatih Akin,48357
48358,Aleksandr Veledinskiy,48358
48359,Radu Gabrea,48359
48360,Charles Randolph-Wright,48360
48361,Franc. Reyes,48361
48362,Stefan Westerwelle,48362
48363,Dae-seung Kim,48363
48364,Gregory Hoblit,48364
48365,Milena Andonova,48365
48366,Edward Anderson,48366
48367,Xiaogang Feng,48367
48368,Christine Carrière,48368
48369,Dominique Monfery,48369
48370,Alister Grierson,48370
48371,Sam Karmann,48371
48372,Pedro Aguilera,48372
48373,Phil Traill,48373
48374,Andreas Kleinert,48374
48375,Yûji Tajiri,48375
48376,Shinji Imaoka,48376
48377,Renjith,48377
48378,Andrew Piddington,48378
48379,Sahin Alparslan,48379
48380,Magnus Martens,48380
48381,Andrzej Krakowski,48381
48382,Sandy Tung,48382
48383,Amir Ramses,48383
48384,Michael DeLorenzo,48384
48385,Matthew Miele,48385
48386,Catti Edfeldt,48386
48387,Cris D'Amato,48387
48388,David Morris,48388
48389,Kentarô Ohtani,48389
48390,Alain Chicoine,48390
48391,Taku Shinjô,48391
48392,Cody Jarrett,48392
48393,Jirô Shôno,48393
48394,Murilo Salles,48394
48395,Aanand L. Rai,48395
48396,Daniel Adams,48396
48397,Ric Roman Waugh,48397
48398,Daniel Lee,48398
48399,Juan José Ramírez Mascaró,48399
48400,Josh Eisenstadt,48400
48401,Jill Maxcy,48401
48402,Chookiat Sakveerakul,48402
48403,Erik S. Weigel,48403
48404,Guel Arraes,48404
48405,John Asher,48405
48406,Joshua Seftel,48406
48407,Hanelle M. Culpepper,48407
48408,Drew Maxwell,48408
48409,Frank Darabont,48409
48410,Julien Leclercq,48410
48411,Will Finn,48411
48412,Jeremy Garelick,48412
48413,Paul Burrows,48413
48414,Osman Sinav,48414
48415,Mai Tominaga,48415
48416,Marko Marinkovic,48416
48417,Y.V.S. Chowdary,48417
48418,Qunshu Gao,48418
48419,Michael Hegner,48419
48420,Baris Pirhasan,48420
48421,Susie Au,48421
48422,Marco Mak,48422
48423,Gordon Chan,48423
48424,Ayhan Sonyürek,48424
48425,Yu-Chieh Cheng,48425
48426,Arran de Moubray,48426
48427,Shawn Garry,48427
48428,Wesley Chan,48428
48429,Toke Constantin Hebbeln,48429
48430,Ed Gass-Donnelly,48430
48431,Zoya Akhtar,48431
48432,Eric Weston,48432
48433,Benjamin Gourley,48433
48434,Giancarlo Scarchilli,48434
48435,Santiago Parra,48435
48436,Scott Marshall,48436
48437,Silvio Soldini,48437
48438,Marina Migunova,48438
48439,Anthony Byrne,48439
48440,Hans Pos,48440
48441,Lovely Singh,48441
48442,Gurbir Singh Grewal,48442
48443,T. Hariharan,48443
48444,Kevin Higgins,48444
48445,Vinayak V.V.,48445
48446,Ethan Coen,48446
48447,Marc Esposito,48447
48448,Bruno Dega,48448
48449,Kathryn Bigelow,48449
48450,Joe Otting,48450
48451,Susan Montford,48451
48452,Omar Khan,48452
48453,Raphael Fejtö,48453
48454,Greg Swinson,48454
48455,Melanie Ansley,48455
48456,Robert A. Jansen,48456
48457,Corrado Guzzanti,48457
48458,Chimbudeven,48458
48459,Francesco Falaschi,48459
48460,Bill Maher,48460
48461,Hae-jun Lee,48461
48462,Peter Tolan,48462
48463,Tom Collins,48463
48464,Leander Haußmann,48464
48465,Morgan Mead,48465
48466,Monthon Arayangkoon,48466
48467,Marion Hänsel,48467
48468,Josh Gordon,48468
48469,Jeff C. Smith,48469
48470,Larry Charles,48470
48471,Roger Spottiswoode,48471
48472,James Bolton,48472
48473,Pascal Thomas,48473
48474,Myung-se Lee,48474
48475,Juha Koiranen,48475
48476,Claude Lelouch,48476
48477,Quentin Dupieux,48477
48478,Darren Lynn Bousman,48478
48479,Lone Scherfig,48479
48480,Petri Kotwica,48480
48481,Ferzan Ozpetek,48481
48482,Lasse Spang Olsen,48482
48483,François Delisle,48483
48484,Tobi Baumann,48484
48485,Zero Chou,48485
48486,Yong-ki Jeong,48486
48487,Jin Jang,48487
48488,Hyung-gon Lee,48488
48489,Kôji Shiraishi,48489
48490,Robert Redford,48490
48491,Róbert Alföldi,48491
48492,Ki-hyeong Park,48492
48493,Joon-ik Lee,48493
48494,Andrzej Bartkowiak,48494
48495,James Yuen,48495
48496,Daniel Schechter,48496
48497,Robert Gaston,48497
48498,David Murphy,48498
48499,Richard Dutcher,48499
48500,Scott Phillips,48500
48501,Sean Doyle,48501
48502,Kyle Schickner,48502
48503,Steven Goldmann,48503
48504,Paul Traynor,48504
48505,Steven Soderbergh,48505
48506,Gary Winick,48506
48507,Ayelet Menahemi,48507
48508,Brent Huff,48508
48509,Peter Payer,48509
48510,Giannis Xanthopoulos,48510
48511,Lourens Blok,48511
48512,Jonas Åkerlund,48512
48513,Dean DeBlois,48513
48514,Rob Letterman,48514
48515,Mike Mitchell,48515
48516,Zeki Alasya,48516
48517,Rajkumar Santoshi,48517
48518,Steve Barker,48518
48519,Rick Alyea,48519
48520,Dave Boyle,48520
48521,Rafael Monserrate,48521
48522,Sterlin Harjo,48522
48523,C. Jay Cox,48523
48524,Bill Guttentag,48524
48525,Stephen Maddocks,48525
48526,Paris Leonti,48526
48527,Gerald McMorrow,48527
48528,Alan Pao,48528
48529,Leo Scherman,48529
48530,Angel Gracia,48530
48531,Eric Jacobus,48531
48532,Dean Hamilton,48532
48533,Chris Moore,48533
48534,Rizal Mantovani,48534
48535,Kiran Kolarov,48535
48536,Hansjörg Thurn,48536
48537,Kazuyoshi Kumakiri,48537
48538,Monique Gardenberg,48538
48539,Jodie Markell,48539
48540,Attila Bokor,48540
48541,Ruba Nadda,48541
48542,Clint Hutchison,48542
48543,Marcel Sarmiento,48543
48544,Renny Harlin,48544
48545,Gorman Bechard,48545
48546,Hark Tsui,48546
48547,Larysa Kondracki,48547
48548,James Ivory,48548
48549,Isidro Ortiz,48549
48550,Sameer Hanchate,48550
48551,Gonzalo Suárez,48551
48552,Vikram Bhatt,48552
48553,Michal Kwiecinski,48553
48554,Tom Fernández,48554
48555,René Villarreal,48555
48556,Alexi Tan,48556
48557,Yam Laranas,48557
48558,Chris Sivertson,48558
48559,Vamshi Paidipally,48559
48560,Ahmad Samir Farag,48560
48561,Mukesh Saigal,48561
48562,Eriprando Visconti,48562
48563,Jack Neo,48563
48564,Armin Völckers,48564
48565,John Hillcoat,48565
48566,Lorenzo Bianchini,48566
48567,Laurent Salgues,48567
48568,Brandon Camp,48568
48569,Eric Red,48569
48570,Peter Himmelstein,48570
48571,Eva Dahr,48571
48572,Marius Holst,48572
48573,Yoshitaka Amano,48573
48574,Mikhail Segal,48574
48575,Jeff Betancourt,48575
48576,Igor Shavlak,48576
48577,Saul Dibb,48577
48578,Jane Birkin,48578
48579,Ki-duk Kim,48579
48580,Gary Winick,48580
48581,Robert Young,48581
48582,Claude Chabrol,48582
48583,Jee-woon Kim,48583
48584,Nai-Hoi Yau,48584
48585,Buddy Giovinazzo,48585
48586,Andrew Shortell,48586
48587,Julian Gilbey,48587
48588,Gian Paolo Cugno,48588
48589,Ferdinando Baldi,48589
48590,Jianya Zhang,48590
48591,In-kwang Yeo,48591
48592,Jefferson Moore,48592
48593,Davis Doi,48593
48594,Adam Matalon,48594
48595,Douglas Horn,48595
48596,Paul Holahan,48596
48597,Claus Bjerre,48597
48598,Marcello Thedford,48598
48599,Glenn McQuaid,48599
48600,Berkun Oya,48600
48601,Deon Taylor,48601
48602,Yuthlert Sippapak,48602
48603,Carolyn Miller,48603
48604,Roger Goldby,48604
48605,Jon Hewitt,48605
48606,Serdar Akar,48606
48607,Beom-gu Cho,48607
48608,Aaron Woolfolk,48608
48609,Shaun Rana,48609
48610,Leonard Farlinger,48610
48611,Judson Pearce Morgan,48611
48612,Vincent Scordia,48612
48613,Peter Jackson,48613
48614,Erick Zonca,48614
48615,Peter Carstairs,48615
48616,Bill Pohlad,48616
48617,Alfonso Rodríguez,48617
48618,Sheree Le Mon,48618
48619,Álvaro Fernández Armero,48619
48620,Yoon-ki Lee,48620
48621,Sion Sono,48621
48622,Cheol-ha Lee,48622
48623,Jing Wong,48623
48624,Damian Lee,48624
48625,Phil Price,48625
48626,Yannis Smaragdis,48626
48627,Carl Bessai,48627
48628,Yoshimitsu Morita,48628
48629,Matthijs van Heijningen Jr.,48629
48630,Aleksey Mizgiryov,48630
48631,Lyubomir Levitskiy,48631
48632,Roger Tucker,48632
48633,Rishi Opel,48633
48634,Dusan Milic,48634
48635,William Cheney,48635
48636,Srdjan Dragojevic,48636
48637,Tyler Perry,48637
48638,James Westby,48638
48639,Mort Nathan,48639
48640,Yasuo Baba,48640
48641,Takashi Miike,48641
48642,Yoshinori Kobayashi,48642
48643,Brin Hill,48643
48644,Sean Ellis,48644
48645,Ben Hackworth,48645
48646,José Luis Garci,48646
48647,David Michael O'Neill,48647
48648,Ricardo Darín,48648
48649,Erica Dunton,48649
48650,Vinayak V.V.,48650
48651,Andrey Konchalovskiy,48651
48652,Jorge Furtado,48652
48653,Gustavo Moheno,48653
48654,Antoine Blossier,48654
48655,K. Selvaraghavan,48655
48656,Nobuo Mizuta,48656
48657,John Carney,48657
48658,Kôji Hagiuda,48658
48659,Richie Mehta,48659
48660,Neil Burns,48660
48661,Robert Cuffley,48661
48662,Zach Passero,48662
48663,Seok-hoon Lee,48663
48664,Brett Hanover,48664
48665,Lionel Baier,48665
48666,John Humber,48666
48667,Massimo Cappelli,48667
48668,Matt Riddlehoover,48668
48669,Jukka-Pekka Siili,48669
48670,Gareth Carrivick,48670
48671,Doris Dörrie,48671
48672,Kin-Nam Cho,48672
48673,Laurie Lynd,48673
48674,Andrea Martínez Crowther,48674
48675,Kornél Mundruczó,48675
48676,Terence H. Winkless,48676
48677,S.P. Jhananathan,48677
48678,Tristram Shapeero,48678
48679,Daihachi Yoshida,48679
48680,Christopher Grimm,48680
48681,Stacey Edmonds,48681
48682,Bertrand Tavernier,48682
48683,Marc Gibaja,48683
48684,Tracey Hecht,48684
48685,Jeanne Waltz,48685
48686,David Gordon Green,48686
48687,Srdjan Vuletic,48687
48688,Theodor Halacu-Nicon,48688
48689,Andrew Stanton,48689
48690,Gerson Sanginitto,48690
48691,Chris Smith,48691
48692,Hideo Nakata,48692
48693,Nimród Antal,48693
48694,Tommy Wirkola,48694
48695,Todd Louiso,48695
48696,Pedro Almodóvar,48696
48697,Martin Gero,48697
48698,Rezo Gigineishvili,48698
48699,Peter Ho-Sun Chan,48699
48700,Huck Keppler,48700
48701,Paul Gagné,48701
48702,Randall Miller,48702
48703,Mark Herman,48703
48704,Kevin Tenney,48704
48705,Anthony Spadaccini,48705
48706,Mark Hazen Kelly,48706
48707,Malcolm Venville,48707
48708,Zackary Adler,48708
48709,Gregor Jordan,48709
48710,Frank Falco,48710
48711,Thomas Roth,48711
48712,Daniel Zirilli,48712
48713,Tom Skull,48713
48714,Edward McHenry,48714
48715,Chris Angel,48715
48716,Shinji Aoyama,48716
48717,J. Jesses Smith,48717
48718,Brad Sykes,48718
48719,Michael Landon Jr.,48719
48720,Kelvin Tong,48720
48721,Matt Eskandari,48721
48722,Gregg Simon,48722
48723,Alki David,48723
48724,John Lechago,48724
48725,Albert Pyun,48725
48726,John Patrick Shanley,48726
48727,David Yates,48727
48728,Gustavo Spolidoro,48728
48729,Guillaume Nicloux,48729
48730,Vishnuvardhan,48730
48731,Ole Christian Madsen,48731
48732,Antoinette Beumer,48732
48733,Hüseyin Karabey,48733
48734,Aku Louhimies,48734
48735,Navdeep Singh,48735
48736,Nick Gaglia,48736
48737,Olivier Marchal,48737
48738,Emmanuel Mouret,48738
48739,Johan Nijenhuis,48739
48740,Gaël Morel,48740
48741,Picha,48741
48742,Michel Kammoun,48742
48743,Christian Faure,48743
48744,William Malone,48744
48745,Manuel Gutiérrez Aragón,48745
48746,Mark Young,48746
48747,Jay Duplass,48747
48748,B.J. Alexander,48748
48749,Matthew R. Anderson,48749
48750,José Mojica Marins,48750
48751,Newton I. Aduaka,48751
48752,Geun-shik Jo,48752
48753,Seok-beom Kang,48753
48754,Behruz Afkhami,48754
48755,Kôji Kawano,48755
48756,Masayuki,48756
48757,Kôji Wakamatsu,48757
48758,Jingle Ma,48758
48759,Katie Torpey,48759
48760,M. dot Strange,48760
48761,Li Yin,48761
48762,Wayne Kramer,48762
48763,Patrick Sisam,48763
48764,Sukumar,48764
48765,Rajsekhar,48765
48766,Shafi,48766
48767,Roshan Andrews,48767
48768,Chandra Sekhar Yeleti,48768
48769,Ferdinand Khittl,48769
48770,Suresh Krishna,48770
48771,Krishna Vamsi,48771
48772,S.S. Rajamouli,48772
48773,Simon Ellis,48773
48774,Roy Rosenberg,48774
48775,Michael A. Nickles,48775
48776,Gopal B.,48776
48777,Suresh Krishna,48777
48778,Kodanda Rami Reddy A.,48778
48779,Andrew Prowse,48779
48780,Brian Trenchard-Smith,48780
48781,James Savoca,48781
48782,Oksana Bayrak,48782
48783,Roberto Santiago,48783
48784,Gregg Bishop,48784
48785,David Yates,48785
48786,Brent Nowak,48786
48787,Dolph Lundgren,48787
48788,Nelson McCormick,48788
48789,Tito da Costa,48789
48790,Krisorn Buramasing,48790
48791,Erik Novák,48791
48792,Kiumars Poorahmad,48792
48793,Darko Bajic,48793
48794,Joe G. Lenders,48794
48795,Scott Hicks,48795
48796,Rémi Bezançon,48796
48797,Erik Van Looy,48797
48798,Thomas Vincent,48798
48799,Michel Houellebecq,48799
48800,Mischa Kamp,48800
48801,Jong-hoon Jung,48801
48802,Eun-kyung Kim,48802
48803,Jung-min Kim,48803
48804,Ho-Young Kwon,48804
48805,Surrender Reddy,48805
48806,Renzo Martinelli,48806
48807,Vijay K. Bhaskar,48807
48808,Sang-woo Kim,48808
48809,Y.V.S. Chowdary,48809
48810,Eugenio Cappuccio,48810
48811,A.J. Kparr,48811
48812,Tony Randel,48812
48813,McKay Daines,48813
48814,Brendan Foley,48814
48815,Robert Schrock,48815
48816,Marie-Hélène Cousineau,48816
48817,Dong-oh Jo,48817
48818,Igor Veichtaguin,48818
48819,Ela Alyamac,48819
48820,Antonello Grimaldi,48820
48821,Matteo Garrone,48821
48822,Alessandro Baricco,48822
48823,Jayant Paranji,48823
48824,Chris Levitus,48824
48825,Adi Narayana,48825
48826,A.S. Ravi Kumar Chowdary,48826
48827,Lee Daniels,48827
48828,Graham Cantwell,48828
48829,Michael Gleissner,48829
48830,Aydin Sayman,48830
48831,Khaled Youssef,48831
48832,Biket Ilhan,48832
48833,Nicolae Margineanu,48833
48834,Algimantas Puipa,48834
48835,Faruk Aksoy,48835
48836,Jae-young Kwak,48836
48837,Dago García,48837
48838,Neil Mandt,48838
48839,Carlo Vanzina,48839
48840,Serif Gören,48840
48841,Dejan Zecevic,48841
48842,Masaru Konuma,48842
48843,Hiroshi Harada,48843
48844,Rithy Panh,48844
48845,Wolf Maya,48845
48846,Barthélémy Grossmann,48846
48847,Konrad Niewolski,48847
48848,Jerry Buteyn,48848
48849,Phil Donlon,48849
48850,Georgina Lightning,48850
48851,Dominique Deruddere,48851
48852,Moacyr Góes,48852
48853,Mirjam Landa,48853
48854,George Lekovic,48854
48855,Viktor Shamirov,48855
48856,Yuliy Gusman,48856
48857,T. Michael Conway,48857
48858,Yu-Hsien Lin,48858
48859,Kazuhiko Yamaguchi,48859
48860,Marc Goldstein,48860
48861,Leigh Scott,48861
48862,Javier Elorrieta,48862
48863,Chih-Hung Kuei,48863
48864,Scott Harper,48864
48865,Johnny Asuncion,48865
48866,Jan Balej,48866
48867,Tsz-Ho Lam,48867
48868,Robert Sedlácek,48868
48869,To-Hoi Kong,48869
48870,Ronald Cheng,48870
48871,Jason Konopisos-Alvarez,48871
48872,Jalil Lespert,48872
48873,John Cameron Mitchell,48873
48874,Mia Hansen-Løve,48874
48875,Julia von Heinz,48875
48876,Stephen Stahl,48876
48877,David Hillenbrand,48877
48878,Pierre Morel,48878
48879,Jorge Fernando,48879
48880,Tae-kyeong Kim,48880
48881,Brian De Palma,48881
48882,Joe Otting,48882
48883,Ekaterina Grokhovskaya,48883
48884,Robert Crombie,48884
48885,Preston A. Whitmore II,48885
48886,Daniel Alfredson,48886
48887,Neil Coombs,48887
48888,Federico Zampaglione,48888
48889,Kensaku Sawada,48889
48890,M. Night Shyamalan,48890
48891,James Eaves,48891
48892,Brian Andrews,48892
48893,Charles Matthau,48893
48894,M.J. Bassett,48894
48895,Anthony Hayes,48895
48896,Kiyoshi Kurosawa,48896
48897,Wolf Wolff,48897
48898,Jeffrey Goodman,48898
48899,Michael Sibay,48899
48900,Dariush Farhang,48900
48901,Sang-soo Im,48901
48902,Milan Karadzic,48902
48903,Gilles Bourdos,48903
48904,Sarah Gavron,48904
48905,Coke Daniels,48905
48906,Kartal Tibet,48906
48907,Luc Besson,48907
48908,Luc Besson,48908
48909,Gulshat Omarova,48909
48910,Dana Nechushtan,48910
48911,Stephen Chow,48911
48912,Pieter Van Hees,48912
48913,Gokhan Yorgancigil,48913
