,director,director_id
24103,John Dahl,24103
24104,Fred Williamson,24104
24105,Maggie Greenwald,24105
24106,Michael Austin,24106
24107,Peter Duffell,24107
24108,J. Lee Thompson,24108
24109,Roman Zaluski,24109
24110,Jirí Menzel,24110
24111,Ilkka Järvi-Laturi,24111
24112,Jon Lindström,24112
24113,Shôhei Imamura,24113
24114,Carl-Gustav Nykvist,24114
24115,Worth Keeter,24115
24116,Joseph Merhi,24116
24117,Maurizio Nichetti,24117
24118,David DeCoteau,24118
24119,Ola Solum,24119
24120,Uli Edel,24120
24121,Martin Wragge,24121
24122,Bill Milling,24122
24123,Somtow Sucharitkul,24123
24124,Robert Sigl,24124
24125,Chris McIntyre,24125
24126,Tadeusz Konwicki,24126
24127,John G. Avildsen,24127
24128,Yakov Bentsvi,24128
24129,Dezsö Garas,24129
24130,Aki Kaurismäki,24130
24131,Joe Pytka,24131
24132,Richard Donner,24132
24133,Christian Marnham,24133
24134,George P. Cosmatos,24134
24135,John Glen,24135
24136,Richard Martini,24136
24137,Douglas Day Stewart,24137
24138,Ron Clements,24138
24139,Richard Greenberg,24139
24140,Jacobo Morales,24140
24141,Stanley Sheff,24141
24142,John Flynn,24142
24143,María Novaro,24143
24144,Hark Tsui,24144
24145,Amy Heckerling,24145
24146,Theo van Gogh,24146
24147,Li Kao Yang,24147
24148,Menahem Golan,24148
24149,David Wheatley,24149
24150,Þráinn Bertelsson,24150
24151,Tinnu Anand,24151
24152,Hayao Miyazaki,24152
24153,David S. Ward,24153
24154,Roger Cardinal,24154
24155,Dusan Makavejev,24155
24156,Fernando Fernán Gómez,24156
24157,Pascal Thomas,24157
24158,Henri Xhonneux,24158
24159,Larry Brand,24159
24160,Andrea Bianchi,24160
24161,Gleb Panfilov,24161
24162,Adoor Gopalakrishnan,24162
24163,Peter Jackson,24163
24164,Andi Engel,24164
24165,Marco Risi,24165
24166,Jean-Marie Poiré,24166
24167,Andrzej Zulawski,24167
24168,George Eastman,24168
24169,András Monory Mész,24169
24170,Norman Thaddeus Vane,24170
24171,Carl Schenkel,24171
24172,Ben Sombogaart,24172
24173,Michael Anderson,24173
24174,Louis Malle,24174
24175,Bob Yari,24175
24176,Jean-Claude Lord,24176
24177,Ian Barry,24177
24178,Steve De Jarnatt,24178
24179,Åke Sandgren,24179
24180,Michael Tuchner,24180
24181,Thomas Schlamme,24181
24182,J. Christian Ingvordsen,24182
24183,Patrice Leconte,24183
24184,Rudy Poe,24184
24185,Vicente Escrivá,24185
24186,Roland Emmerich,24186
24187,Robert Dyke,24187
24188,Sergio Citti,24188
24189,Clifton Ko,24189
24190,Mario Bianchi,24190
24191,Jim Sheridan,24191
24192,Michael Fischa,24192
24193,Jim Jarmusch,24193
24194,H. Tjut Djalil,24194
24195,Jorge Sanjinés,24195
24196,Jeremiah S. Chechik,24196
24197,Henry Jaglom,24197
24198,Woody Allen,24198
24199,John Irvin,24199
24200,Peter Masterson,24200
24201,David Acomba,24201
24202,Randolph Cohlan,24202
24203,Stephen Hopkins,24203
24204,Bruce R. Cook,24204
24205,Agustí Villaronga,24205
24206,Thomas J. Wright,24206
24207,Corey Yuen,24207
24208,Robert Kaylor,24208
24209,Carlos Saura,24209
24210,Alain Corneau,24210
24211,Carl Franklin,24211
24212,Christopher Reynolds,24212
24213,Jackie Chan,24213
24214,Luis Puenzo,24214
24215,Dale Trevillion,24215
24216,Sergei Ovcharov,24216
24217,Magdalena Lazarkiewicz,24217
24218,Marijan David Vajda,24218
24219,Malcolm Mowbray,24219
24220,Greydon Clark,24220
24221,Brian Trenchard-Smith,24221
24222,Gordon Hessler,24222
24223,John 'Bud' Cardos,24223
24224,Andrew Davis,24224
24225,Klaus Kinski,24225
24226,Tim Hunter,24226
24227,Nanni Moretti,24227
24228,Clara Law,24228
24229,Krzysztof Gradowski,24229
24230,Bernard Rose,24230
24231,Mika Kaurismäki,24231
24232,Tinto Brass,24232
24233,Ron Howard,24233
24234,Bob Balaban,24234
24235,Umberto Lenzi,24235
24236,Arthur Penn,24236
24237,Mary Lambert,24237
24238,Agneta Elers-Jarleman,24238
24239,Claude Miller,24239
24240,Richard Friedman,24240
24241,Dwight H. Little,24241
24242,Michael Crichton,24242
24243,Janusz Zaorski,24243
24244,Buddy Van Horn,24244
24245,Peter Bonerz,24245
24246,Jonathan Wacks,24246
24247,John D. Hancock,24247
24248,Charles Finch,24248
24249,Lindsay Norgard,24249
24250,Pere Portabella,24250
24251,Mark Goldblatt,24251
24252,Siu-Tung Ching,24252
24253,Wei Tung,24253
24254,Jon Amiel,24254
24255,Sammo Kam-Bo Hung,24255
24256,Cullen Blaine,24256
24257,Emmanuel Kervyn,24257
24258,Rocky Lang,24258
24259,Damian Harris,24259
24260,Yves Boisset,24260
24261,Ken Russell,24261
24262,Subhash Ghai,24262
24263,João César Monteiro,24263
24264,Joseph Zito,24264
24265,William Lustig,24265
24266,Daniel Adams,24266
24267,Stanley Kwan,24267
24268,Jack Sholder,24268
24269,Per Åhlin,24269
24270,Paul Greengrass,24270
24271,Jim Wynorski,24271
24272,Richard Lester,24272
24273,Jerry Schatzberg,24273
24274,Cedric Sundstrom,24274
24275,Hiroshi Teshigahara,24275
24276,Steve Carver,24276
24277,Rowdy Herrington,24277
24278,Bruce McDonald,24278
24279,Dani Levy,24279
24280,Jorge Fons,24280
24281,Donald G. Jackson,24281
24282,John Duigan,24282
24283,Coline Serreau,24283
24284,Robert Wise,24284
24285,Percy Adlon,24285
24286,Fons Rademakers,24286
24287,Jean-Jacques Beineix,24287
24288,David Greenwalt,24288
24289,Max Tash,24289
24290,Bob Bralver,24290
24291,Robert Enrico,24291
24292,Sergei Bodrov,24292
24293,Göran du Rées,24293
24294,Lina Wertmüller,24294
24295,Javier Elorrieta,24295
24296,Pedro Costa,24296
24297,Alejandro Jodorowsky,24297
24298,Aparna Sen,24298
24299,Cameron Crowe,24299
24300,Michael Caton-Jones,24300
24301,Paul Bartel,24301
24302,Nanni Loy,24302
24303,Harold Becker,24303
24304,Joel Zwick,24304
24305,Juraj Jakubisko,24305
24306,Arthur Hiller,24306
24307,Alan J. Pakula,24307
24308,Kei Kumai,24308
24309,Anwar Kawadri,24309
24310,Chun-Ku Lu,24310
24311,Zelda Barron,24311
24312,Tim Kincaid,24312
24313,Stan Dragoti,24313
24314,Susan Seidelman,24314
24315,Wellson Chin,24315
24316,Jing Wong,24316
24317,Michael Mak,24317
24318,Hoi Mang,24318
24319,Lewis Gilbert,24319
24320,Wes Craven,24320
24321,Bruno Mattei,24321
24322,Yasuo Furuhata,24322
24323,Herodes Falsk,24323
24324,Vicente Aranda,24324
24325,Charles Lane,24325
24326,Michael Haneke,24326
24327,Brian Trenchard-Smith,24327
24328,John David Coles,24328
24329,Cirio H. Santiago,24329
24330,Enzo G. Castellari,24330
24331,Richard Baskin,24331
24332,Blake Edwards,24332
24333,Jon Killough,24333
24334,Robert Bergman,24334
24335,James Ivory,24335
24336,Steven Lisberger,24336
24337,Brian Yuzna,24337
24338,Michael Hoffman,24338
24339,Takeshi Kitano,24339
24340,Atom Egoyan,24340
24341,Jim Drake,24341
24342,Bernhard Wicki,24342
24343,Boon Collins,24343
24344,Alex Proyas,24344
24345,Chris Shaw,24345
24346,Tobe Hooper,24346
24347,William Shatner,24347
24348,Herbert Ross,24348
24349,Jeff Burr,24349
24350,Pupi Avati,24350
24351,Giacomo Battiato,24351
24352,David Hare,24352
24353,Samuel Fuller,24353
24354,Alessandro Capone,24354
24355,Bruno Mattei,24355
24356,Fernando Trueba,24356
24357,Georg Tressler,24357
24358,Paul Madden,24358
24359,Anthony Hickox,24359
24360,Don Coscarelli,24360
24361,Adrian Carr,24361
24362,Jacek Bromski,24362
24363,Tibor Hernádi,24363
24364,Slobodan Sijan,24364
24365,Adam Rifkin,24365
24366,Mel Smith,24366
24367,Pekka Parikka,24367
24368,Andrey Konchalovskiy,24368
24369,Nick Castle,24369
24370,Erik Clausen,24370
24371,Dorian Walker,24371
24372,Alan Birkinshaw,24372
24373,Raj N. Sippy,24373
24374,Rajko Grlic,24374
24375,Harry Hurwitz,24375
24376,Pieter Kramer,24376
24377,Patrick G. Donahue,24377
24378,Francis Veber,24378
24379,Teresa Woo,24379
24380,Howard R. Cohen,24380
24381,Deran Sarafian,24381
24382,Bertrand Arthuys,24382
24383,Ketan Desai,24383
24384,Michael Herz,24384
24385,Michael Herz,24385
24386,Pedro Galindo III,24386
24387,Worth Keeter,24387
24388,Robert M. Young,24388
24389,Wojciech Wójcik,24389
24390,Jeff Kanew,24390
24391,Bertrand Blier,24391
24392,Joseph Ruben,24392
24393,Frank Kerr,24393
24394,Nancy Savoca,24394
24395,F.J. Ossang,24395
24396,Aki Kaurismäki,24396
24397,Roger Spottiswoode,24397
24398,Per Berglund,24398
24399,Jay Levey,24399
24400,Eric Rochant,24400
24401,John Hughes,24401
24402,James Sbardellati,24402
24403,Amin Q. Chaudhri,24403
24404,Tunç Basaran,24404
24405,Milos Forman,24405
24406,Robert Bierman,24406
24407,Gérard Oury,24407
24408,Dusan Klein,24408
24409,Jacques Doillon,24409
24410,Ian Sellar,24410
24411,André Mélançon,24411
24412,Helmut Dziuba,24412
24413,Bertrand Tavernier,24413
24414,József Gémes,24414
24415,James Hong,24415
24416,Federico Fellini,24416
24417,Georges Wilson,24417
24418,Dominique Deruddere,24418
24419,Jarl Friis-Mikkelsen,24419
24420,Franc Roddam,24420
24421,Danny DeVito,24421
24422,Steve Miner,24422
24423,Joe Gayton,24423
24424,Neil Jordan,24424
24425,Ted Kotcheff,24425
24426,Franklin J. Schaffner,24426
24427,Rob Reiner,24427
24428,Clive Rees,24428
24429,Robby Benson,24429
24430,Bill Butt,24430
24431,Paul Flaherty,24431
24432,Larry Cohen,24432
24433,Otakar Votocek,24433
24434,Ted Kotcheff,24434
24435,Larry Peerce,24435
24436,Kevin Tenney,24436
24437,Todd Holland,24437
24438,Taylor Wong,24438
24439,Will Mackenzie,24439
24440,Chia-Liang Liu,24440
24441,Idrissa Ouedraogo,24441
24442,Hark Tsui,24442
24443,Yoshiaki Kawajiri,24443
24444,Johnnie To,24444
24445,Anatoly Eyramdzhan,24445
24446,Jacek Bromski,24446
24447,Jimmy Heung,24447
24448,Carl Schenkel,24448
24449,Steven Soderbergh,24449
24450,Jane Campion,24450
24451,Eliseo Subiela,24451
24452,Aleksandr Muratov,24452
24453,Michael Pattinson,24453
24454,Philippe de Broca,24454
24455,Emmett Alston,24455
24456,Emile Ardolino,24456
24457,Takeshi Kitano,24457
24458,Ngai Choi Lam,24458
24459,Jûzô Itami,24459
24460,John 'Bud' Cardos,24460
24461,Anita Assal,24461
24462,Renny Harlin,24462
24463,Vladimir Bortko,24463
24464,James Foley,24464
24465,Frank Harris,24465
24466,Mukul Anand,24466
24467,Roger Spottiswoode,24467
24468,Arthur Joffé,24468
24469,Woody Allen,24469
24470,Jon Jost,24470
24471,John Feldman,24471
24472,John Cornell,24472
24473,Larry Cohen,24473
24474,Lauri Törhönen,24474
24475,Eric Karson,24475
24476,Jane Campion,24476
24477,Mani Ratnam,24477
24478,Walter Hill,24478
24479,Antonio Bonifacio,24479
24480,Frank Marshall,24480
24481,Guy Maddin,24481
24482,David Schmoeller,24482
24483,Eric Rochant,24483
24484,Barry Levinson,24484
24485,Nikita Mikhalkov,24485
24486,Mahesh Bhatt,24486
24487,Penny Marshall,24487
24488,Mabel Cheung,24488
24489,Deepak S. Shivdasani,24489
24490,Aziz Sejawal,24490
24491,Anatoly Eyramdzhan,24491
24492,Jim Kaufman,24492
24493,Robert Zemeckis,24493
24494,Jari Halonen,24494
24495,Rupert Hitzig,24495
24496,Clyde Ware,24496
24497,Yuri Mamin,24497
24498,Luis Estrada,24498
24499,Frank Henenlotter,24499
24500,Chuck Vincent,24500
24501,Alessandro Benvenuti,24501
24502,Atif Yilmaz,24502
24503,Phillip Borsos,24503
24504,Alan Alda,24504
24505,Burt Kennedy,24505
24506,David Leland,24506
24507,Nadia Tass,24507
24508,John Badham,24508
24509,Colin Nutley,24509
24510,Mike Hodges,24510
24511,Tanya Rosenberg,24511
24512,Tucker Johnston,24512
24513,Andy Blumenthal,24513
24514,Kathryn Bigelow,24514
24515,Kristine Peterson,24515
24516,Brian De Palma,24516
24517,Robert Shaye,24517
24518,Rosa Vergés,24518
24519,Zdravko Sotra,24519
24520,Adam Simon,24520
24521,Brian Yuzna,24521
24522,Claude Whatham,24522
24523,Gérard Kikoïne,24523
24524,Rebecca Horn,24524
24525,Diane Kurys,24525
24526,Roger Donaldson,24526
24527,Gonzalo Justiniano,24527
24528,Elisabeta Bostan,24528
24529,Raymond Depardon,24529
24530,Montxo Armendáriz,24530
24531,John Stewart,24531
24532,Jean Beaudry,24532
24533,Francisco J. Lombardi,24533
24534,Kevin Tenney,24534
24535,Allan A. Goldstein,24535
24536,Kwon-taek Im,24536
24537,Rajko Grlic,24537
24538,Mick Jackson,24538
24539,Yeung-Wah Kam,24539
24540,Bernard Rose,24540
24541,John Lafia,24541
24542,Robert Clouse,24542
24543,Kar-Yung Lau,24543
24544,Eddie Ling-Ching Fong,24544
24545,Yves Robert,24545
24546,Alejandro Doria,24546
24547,Steven Lovy,24547
24548,Kenji Kodama,24548
24549,Alberto Cortés,24549
24550,Mark L. Lester,24550
24551,Ross Hagen,24551
24552,Nat Christian,24552
24553,Alan Metter,24553
24554,Alan Parker,24554
24555,Paul Schrader,24555
24556,Neri Parenti,24556
24557,Jim Wolpaw,24557
24558,Marco Bellocchio,24558
24559,Paco Periñán,24559
24560,Peter Masterson,24560
24561,Terence H. Winkless,24561
24562,Joe Roth,24562
24563,Manny Coto,24563
24564,Tony Bill,24564
24565,George Ogilvie,24565
24566,Mark Griffiths,24566
24567,John Waters,24567
24568,Jean-Paul Rappeneau,24568
24569,Bertrand Tavernier,24569
24570,Jack Fisk,24570
24571,Jean-Charles Tacchella,24571
24572,Kevin Costner,24572
24573,Mike Ockrent,24573
24574,Gilles Béhat,24574
24575,Masud Kimiai,24575
24576,D.J. Webster,24576
24577,Sam Raimi,24577
24578,Terrence O'Hara,24578
24579,Tony Scott,24579
24580,Malcolm Marmorstein,24580
24581,Alec Mills,24581
24582,Jim Van Bebber,24582
24583,Godfrey Ho,24583
24584,José Ramón Larraz,24584
24585,Michael Fischa,24585
24586,Deran Sarafian,24586
24587,Howard R. Cohen,24587
24588,Thaddeus O'Sullivan,24588
24589,Ebrahim Hatamikia,24589
24590,James Bond III,24590
24591,Martin Campbell,24591
24592,Andrey Malyukov,24592
24593,Aaron Norris,24593
24594,Pierluigi Ciriaci,24594
24595,Charles Philip Moore,24595
24596,Benoît Jacquot,24596
24597,Michael Cimino,24597
24598,Christoph Schlingensief,24598
24599,Warren Beatty,24599
24600,Renny Harlin,24600
24601,John Woo,24601
24602,Indra Kumar,24602
24603,Francesco Rosi,24603
24604,Alain Chartrand,24604
24605,Christian Vincent,24605
24606,Cliff Guest,24606
24607,Charles Winkler,24607
24608,Claude Chabrol,24608
24609,Christian de Chalonge,24609
24610,Romano Scavolini,24610
24611,Malcolm Mowbray,24611
24612,Robert Hughes,24612
24613,Richard Benjamin,24613
24614,Lyman Dayton,24614
24615,Tom Logan,24615
24616,Bob Hathcock,24616
24617,Cirio H. Santiago,24617
24618,Eva Isaksen,24618
24619,Henry Jaglom,24619
24620,Bigas Luna,24620
24621,Tim Burton,24621
24622,Dariush Mehrjui,24622
24623,Jeffrey Mandel,24623
24624,Steve Barkett,24624
24625,George Rowe,24625
24626,Maurice Phillips,24626
24627,John R. Cherry III,24627
24628,Karel Reisz,24628
24629,Fred Olen Ray,24629
24630,William Peter Blatty,24630
24631,James Keach,24631
24632,Neri Parenti,24632
24633,Tommy Chong,24633
24634,Frank Shields,24634
24635,Rockne S. O'Bannon,24635
24636,Jackie Chan,24636
24637,Jeff Hathcock,24637
24638,Willy Bogner,24638
24639,Jim Sheridan,24639
24640,Éric Rochat,24640
24641,Mario DiLeo,24641
24642,David Green,24642
24643,Peter Yuval,24643
24644,Robert Resnikoff,24644
24645,Franco Amurri,24645
24646,Joel Schumacher,24646
24647,John Milius,24647
24648,Christine Edzard,24648
24649,Pat O'Connor,24649
24650,Greydon Clark,24650
24651,Phillip Badger,24651
24652,John Frankenheimer,24652
24653,Jacques Fansten,24653
24654,Frank Henenlotter,24654
24655,Roger Corman,24655
24656,Cyril Frankel,24656
24657,Chia Yung Liu,24657
24658,Andrew Bergman,24658
24659,Carl Franklin,24659
24660,Leonard Nimoy,24660
24661,David A. Prior,24661
24662,David A. Prior,24662
24663,Blackie Shou Liang Ko,24663
24664,Pasquale Fanetti,24664
24665,Tibor Takács,24665
24666,Lucio Fulci,24666
24667,Kurt Voss,24667
24668,Michael Paul Girard,24668
24669,Rajkumar Santoshi,24669
24670,Jerry Zucker,24670
24671,John Derek,24671
24672,Richard Oliver,24672
24673,Daniel Peterson,24673
24674,Yves Robert,24674
24675,Bahrudin 'Bato' Cengic,24675
24676,Kjell Grede,24676
24677,Francis Ford Coppola,24677
24678,Mark W. Travis,24678
24679,Martin Scorsese,24679
24680,Prince,24680
24681,Ralph S. Singleton,24681
24682,Peter Weir,24682
24683,Joe Dante,24683
24684,Juan Piquer Simón,24684
24685,Stephen Frears,24685
24686,Wayne Coe,24686
24687,William Friedkin,24687
24688,Mady Saks,24688
24689,Ho Yim,24689
24690,Andy Sidaris,24690
24691,Patrick Braoudé,24691
24692,Franco Zeffirelli,24692
24693,Dariush Mehrjui,24693
24694,Volker Schlöndorff,24694
24695,John Howley,24695
24696,Bruce Malmuth,24696
24697,Richard Stanley,24697
24698,Jim Wynorski,24698
24699,Francis Schaeffer,24699
24700,James D. Parriott,24700
24701,Haruki Kadokawa,24701
24702,Godfrey Ho,24702
24703,Philip Kaufman,24703
24704,John McNaughton,24704
24705,Erik Gustavson,24705
24706,Ken Loach,24706
24707,Agnieszka Holland,24707
24708,Kenneth Raich,24708
24709,Chris Columbus,24709
24710,Clarence Yiu-leung Fok,24710
24711,Kurt Voss,24711
24712,Dennis Hopper,24712
24713,Reginald Hudlin,24713
24714,Corey Yuen,24714
24715,John McTiernan,24715
24716,Yen-Ping Chu,24716
24717,Colin Budds,24717
24718,Nils Gaup,24718
24719,Craig R. Baxley,24719
24720,Aki Kaurismäki,24720
24721,Lawrence Kasdan,24721
24722,Teresa Villaverde,24722
24723,Melvin Van Peebles,24723
24724,Claude Lelouch,24724
24725,Sondra Locke,24725
24726,Luigi Magni,24726
24727,Antonio Margheriti,24727
24728,Giles Foster,24728
24729,Roderick Taylor,24729
24730,Mike Figgis,24730
24731,Adam Rifkin,24731
24732,Shirley Sun,24732
24733,Youssef Chahine,24733
24734,Arkadi Sirenko,24734
24735,Andrea Barzini,24735
24736,K. Bapaiah,24736
24737,Adrian Lyne,24737
24738,Joseph Barbera,24738
24739,Harvey Keith,24739
24740,Jing Wong,24740
24741,John Patrick Shanley,24741
24742,Claude Chabrol,24742
24743,Lone Scherfig,24743
24744,Keita Amemiya,24744
24745,Stig Larsson,24745
24746,Ann Hui,24746
24747,Giannetto De Rossi,24747
24748,John De Bello,24748
24749,Ivan Reitman,24749
24750,Abel Ferrara,24750
24751,Rakesh Roshan,24751
24752,Andrzej Wajda,24752
24753,Peter Medak,24753
24754,Shashilal K. Nair,24754
24755,Håkan Wennberg,24755
24756,Francis Girod,24756
24757,Birger Larsen,24757
24758,Joel Silberg,24758
24759,Chia-Liang Liu,24759
24760,Jag Mundhra,24760
24761,Paul Mayersberg,24761
24762,Aaron Kim Johnston,24762
24763,John Mackenzie,24763
24764,Jeff Burr,24764
24765,Gulzar,24765
24766,Joyce Chopra,24766
24767,Ngai Choi Lam,24767
24768,Wayne Wang,24768
24769,Mike Leigh,24769
24770,Sheldon Lettich,24770
24771,Gary Sherman,24771
24772,George Dugdale,24772
24773,Wings Hauser,24773
24774,Man Kit Poon,24774
24775,Richard Pearce,24775
24776,Danny Lee,24776
24777,Norman René,24777
24778,Amy Heckerling,24778
24779,Bob Clark,24779
24780,Harry Hook,24780
24781,Alan Rudolph,24781
24782,Aleksey Korenev,24782
24783,Tizuka Yamasaki,24783
24784,Teddy Robin Kwan,24784
24785,Carlton J. Albright,24785
24786,Claes Eriksson,24786
24787,Tom Ropelewski,24787
24788,Mukul Anand,24788
24789,Sooraj R. Barjatya,24789
24790,Carlos Suárez,24790
24791,Stuart Gillard,24791
24792,David Casci,24792
24793,Bobby Roth,24793
24794,William Lustig,24794
24795,Juan Piquer Simón,24795
24796,Patrice Leconte,24796
24797,Dwight H. Little,24797
24798,David Odell,24798
24799,Daniel Raskov,24799
24800,Michael Lehmann,24800
24801,Peter Lehner,24801
24802,Michael Caton-Jones,24802
24803,Paul Brickman,24803
24804,Emilio Estevez,24804
24805,Richard Benjamin,24805
24806,Whit Stillman,24806
24807,George Armitage,24807
24808,Bill Crain,24808
24809,Bob Bralver,24809
24810,Joel Coen,24810
24811,Bernt Amadeus Capra,24811
24812,Steve Barnett,24812
24813,Marina Sargenti,24813
24814,Rob Reiner,24814
24815,Philippe Setbon,24815
24816,Chun-Ku Lu,24816
24817,Spike Lee,24817
24818,Robby Benson,24818
24819,Patrick Rand,24819
24820,Steven Hilliard Stern,24820
24821,Andrew Lane,24821
24822,Bretislav Pojar,24822
24823,Bob Rafelson,24823
24824,Anatoly Eyramdzhan,24824
24825,James Ivory,24825
24826,James Orr,24826
24827,David DeCoteau,24827
24828,Costa-Gavras,24828
24829,Herbert Ross,24829
24830,Ronald Beer,24830
24831,Leonard Schrader,24831
24832,Peter Hyams,24832
24833,Lewis Teague,24833
24834,Abbas Kiarostami,24834
24835,George Miller,24835
24836,Dominique Othenin-Girard,24836
24837,Michael Keusch,24837
24838,Jag Mundhra,24838
24839,Rupert Hitzig,24839
24840,Tom Savini,24840
24841,Clive Barker,24841
24842,Nico Mastorakis,24842
24843,Luc Besson,24843
24844,Staffan Götestam,24844
24845,Nico Mastorakis,24845
24846,Lucas Lowe,24846
24847,Mohsen Makhmalbaf,24847
24848,Manoel de Oliveira,24848
24849,Franco Piavoli,24849
24850,Tonino Ricci,24850
24851,Jean-Luc Godard,24851
24852,Raoul Ruiz,24852
24853,Michel Deville,24853
24854,Paul Schibli,24854
24855,Paul Kyriazi,24855
24856,Donald Petrie,24856
24857,Jean-Marie Poiré,24857
24858,Brigitte Roüan,24858
24859,John Schlesinger,24859
24860,Bernard Schmitt,24860
24861,Viktor Sergeev,24861
24862,V.V. Dachin Hsu,24862
24863,Marcello Avallone,24863
24864,Christopher Morahan,24864
24865,Pierre Falardeau,24865
24866,Georgiy Daneliya,24866
24867,Mamoru Oshii,24867
24868,Kevin Tenney,24868
24869,Yves Simoneau,24869
24870,Wolfgang Urchs,24870
24871,Jacques Doillon,24871
24872,Stuart Gordon,24872
24873,Manny Coto,24873
24874,Evgeniy Evtushenko,24874
24875,Esmayeel Shroff,24875
24876,Marek Koterski,24876
24877,Gianni Amelio,24877
24878,Tapio Suominen,24878
24879,Karel Kachyna,24879
24880,Mike Nichols,24880
24881,Ravi Raja Pinisetty,24881
24882,Stephen Hopkins,24882
24883,Alan J. Pakula,24883
24884,Garry Marshall,24884
24885,Wellson Chin,24885
24886,Giles Walker,24886
24887,Stephen Wallace,24887
24888,Dennis Dugan,24888
24889,Didier Kaminka,24889
24890,George Mihalka,24890
24891,Allan Moyle,24891
24892,Axel Corti,24892
24893,Sidney Lumet,24893
24894,Joe D'Amato,24894
24895,Howard Franklin,24895
24896,Marco Risi,24896
24897,Alejandro Jodorowsky,24897
24898,Joseph Vilsmaier,24898
24899,David A. Prior,24899
24900,Francis Schaeffer,24900
24901,Vyacheslav Krishtofovich,24901
24902,David Blyth,24902
24903,H. Gordon Boos,24903
24904,Xavier Koller,24904
24905,Chi Chang,24905
24906,Bob Logan,24906
24907,Hendel Butoy,24907
24908,Ray Argall,24908
24909,Sig Shore,24909
24910,Tony Scott,24910
24911,Barbet Schroeder,24911
24912,Joel Bender,24912
24913,Ken Loach,24913
24914,Claude Zidi,24914
24915,Irvin Kershner,24915
24916,J.R. Bookwalter,24916
24917,Deborah Brock,24917
24918,John G. Avildsen,24918
24919,Víctor Gaviria,24919
24920,Rita Horst,24920
24921,Armondo Linus Acosta,24921
24922,Clint Eastwood,24922
24923,Tom Stoppard,24923
24924,Willard Carroll,24924
24925,Fred Schepisi,24925
24926,Matti Ijäs,24926
24927,Claire Denis,24927
24928,Hugo Claus,24928
24929,Shun Nakahara,24929
24930,Catherine Breillat,24930
24931,Bert I. Gordon,24931
24932,Michael Verhoeven,24932
24933,Aleksandr Sokurov,24933
24934,Michele Soavi,24934
24935,J.S. Cardone,24935
24936,Satyajit Ray,24936
24937,Duane Clark,24937
24938,Hugh Parks,24938
24939,Bernardo Bertolucci,24939
24940,Ringo Lam,24940
24941,Sze Yu Lau,24941
24942,Jan Egleson,24942
24943,Chia Yung Liu,24943
24944,Bruno Barreto,24944
24945,Michael Gottlieb,24945
24946,Carl Reiner,24946
24947,Peter Israelson,24947
24948,David Hayman,24948
24949,Roger Cantin,24949
24950,Siu-Tung Ching,24950
24951,Rich Correll,24951
24952,Greydon Clark,24952
24953,Peter Keglevic,24953
24954,Suzanne Osten,24954
24955,Douglas Curtis,24955
24956,Sally Mattison,24956
24957,George Erschbamer,24957
24958,Richard C. Sarafian,24958
24959,Paolo Taviani,24959
24960,Robert Martin Carroll,24960
24961,John McBrearty,24961
24962,Michael Rissi,24962
24963,Patrick Read Johnson,24963
24964,Frank Krom,24964
24965,Lucas Reiner,24965
24966,Fred Olen Ray,24966
24967,Eddie Thomas Petersen,24967
24968,Serge Gainsbourg,24968
24969,Martin Ritt,24969
24970,Giuseppe Tornatore,24970
24971,Carlo Verdone,24971
24972,Kerry Feltham,24972
24973,Phil Joanou,24973
24974,Sergio Rubini,24974
24975,Ernest Farino,24975
24976,John Erman,24976
24977,Hussein Erkenov,24977
24978,Krsto Papic,24978
24979,Gabriele Salvatores,24979
24980,Gregory Dark,24980
24981,John A. Gallagher,24981
24982,James Scott,24982
24983,Jerzy Domaradzki,24983
24984,Arvo Kruusement,24984
24985,Leonid Filatov,24985
24986,George Elanjian Jr.,24986
24987,György Fehér,24987
24988,John Harrison,24988
24989,Jaime Humberto Hermosillo,24989
24990,Étienne Chatiliez,24990
24991,Pavel Lungin,24991
24992,Steve Barron,24992
24993,Junji Sakamoto,24993
24994,Giuliano Montaldo,24994
24995,Zale Dalen,24995
24996,Andrew Stevens,24996
24997,Jon Turteltaub,24997
24998,Nancy Kelly,24998
24999,Michael Hui,24999
25000,Benny Chan,25000
25001,Stanley Tong,25001
25002,Idrissa Ouedraogo,25002
25003,John Seale,25003
25004,Joseph John Barmettler,25004
25005,Charles Burnett,25005
25006,Enrique Urbizu,25006
25007,Jack Fisher,25007
25008,Paul Verhoeven,25008
25009,Jim Wynorski,25009
25010,Ron Underwood,25010
25011,Rajiv Rai,25011
25012,James Lemmo,25012
25013,Jon Amiel,25013
25014,David Heavener,25014
25015,Dario Argento,25015
25016,Jack Nicholson,25016
25017,Ricky Tognazzi,25017
25018,Nicole Garcia,25018
25019,André Forcier,25019
25020,Claude Berri,25020
25021,Pertti Melasniemi,25021
25022,Donald Farmer,25022
25023,Arnaud Desplechin,25023
25024,Robert Altman,25024
25025,Marisa Silver,25025
25026,Lucio Fulci,25026
25027,Dejan Sorak,25027
25028,Ere Kokkonen,25028
25029,Christopher Monger,25029
25030,Tommy Ga-Shu Leung,25030
25031,Thierry Notz,25031
25032,Daniel Raskov,25032
25033,Chi Li Tang,25033
25034,Jim Abrahams,25034
25035,Gerhard Hahn,25035
25036,John Boorman,25036
25037,Douglas Jackson,25037
25038,Clint Eastwood,25038
25039,Patricia Rozema,25039
25040,Gene Quintano,25040
