,oscar_id,director_id
0,0,13608
1,0,9795
2,0,8333
3,0,12401
4,0,10621
5,0,17299
6,0,17335
7,0,14405
8,0,27149
9,0,19760
10,0,15519
11,0,20725
12,0,31548
13,0,54381
14,0,60013
15,0,46364
16,0,44974
17,0,68254
18,0,75210
19,0,67748
20,0,61075
21,0,46758
22,0,78959
23,0,76744
24,0,68278
25,0,78118
26,0,72831
27,0,78657
28,0,74812
29,0,68295
30,0,76023
